invoice_number,present_on_portal,portal_ticket_ids,portal_status,portal_category,portal_created,present_in_claimclear,claimclear_status,claimclear_outcome,claimclear_id
T196G-1778119430691-423886,no,,,,,yes,Needs Review,Pending,6451
T196G-1778119431277-347838,no,,,,,yes,Needs Review,Pending,6454
T196G-1778119432132-993021,no,,,,,yes,Needs Review,Pending,6458
T196G-1778119432192-737127,no,,,,,yes,Needs Review,Pending,6459
T196G-1778119432256-114798,no,,,,,yes,Resolved,Pending,6460
T196G-1778119432528-471816,no,,,,,yes,Needs Review,Pending,6463
T196G-1778119432582-372909,no,,,,,yes,Needs Review,Pending,6464
T196G-1778119432629-536746,no,,,,,yes,Needs Review,Pending,6465
T210G-1778161649357-663685,no,,,,,yes,Needs Evidence,Pending,14874
T333G-1778119419321-970284,no,,,,,yes,Needs Review,Pending,6397
T333G-1778119419456-55807,no,,,,,yes,Needs Review,Pending,6400
T456-CONFLICT-1778119405672-704360480,no,,,,,yes,Needs Review,Pending,6370
T456-CONFLICT-1778119405791-288522482,no,,,,,yes,Needs Review,Pending,6372
T456-FROM-1778119405855-962376824,no,,,,,yes,Needs Review,Pending,6373
T456-G-1778119405653-817193564,no,,,,,yes,Needs Review,Pending,6369
T456-G-1778119405773-729601861,no,,,,,yes,Needs Review,Pending,6371
T470G-1779379680283-464685,no,,,,,yes,Needs Evidence,Pending,24493
T470G-1779379680399-491265,no,,,,,yes,Needs Evidence,Pending,24494
T470G-1779379680478-908088,no,,,,,yes,Needs Evidence,Pending,24495
T470G-1779379680550-950747,no,,,,,yes,Needs Evidence,Pending,24496
T470G-1779379680597-961253,no,,,,,yes,Needs Evidence,Pending,24497
T470G-1779379680662-992491,no,,,,,yes,Needs Evidence,Pending,24499
T470G-1779379680710-938296,no,,,,,yes,Needs Evidence,Pending,24500
T470G-1779379681066-843580,no,,,,,yes,Needs Evidence,Pending,24501
T470G-1779379681151-683751,no,,,,,yes,Needs Evidence,Pending,24502
T470G-1779379681293-476103,no,,,,,yes,Needs Evidence,Pending,24503
T470G-1779379681385-50226,no,,,,,yes,Needs Evidence,Pending,24505
T561G-1778334774051-66329,no,,,,,yes,Needs Review,Pending,16167
T561G-1778543034322-872569,no,,,,,yes,Needs Review,Pending,16606
T561G-1778554222056-838788,no,,,,,yes,Needs Review,Pending,18886
T561G-1778554316248-233793,no,,,,,yes,Needs Review,Pending,19320
T561G-1778554411091-528601,no,,,,,yes,Needs Review,Pending,19754
T561G-1778554624797-456399,no,,,,,yes,Needs Review,Pending,20188
T561G-1778555190396-403489,no,,,,,yes,Needs Review,Pending,21396
T561G-1778555192748-833986,no,,,,,yes,Needs Review,Pending,21397
T714-G-1778639892202-924579,no,,,,,yes,Resolved,No Action Needed,21866
T714-G-1778639892513-593452,no,,,,,yes,Resolved,No Action Needed,21867
T714-G-1778639892828-241567,no,,,,,yes,Needs Evidence,Pending,21868
T714-G-1778639892994-280651,no,,,,,yes,Needs Evidence,Pending,21869
T714-G-1778639921177-218765,no,,,,,yes,Resolved,No Action Needed,21870
T714-G-1778639921336-76291,no,,,,,yes,Resolved,No Action Needed,21871
T714-G-1778639921611-950494,no,,,,,yes,Needs Evidence,Pending,21872
T714-G-1778639921766-180860,no,,,,,yes,Resolved,No Action Needed,21873
T714-G-1778640032736-479727,no,,,,,yes,Resolved,No Action Needed,21874
T714-G-1778640032917-56048,no,,,,,yes,Resolved,No Action Needed,21875
T714-G-1778640033197-128167,no,,,,,yes,Needs Evidence,Pending,21876
T714-G-1778640033441-355943,no,,,,,yes,Needs Evidence,Pending,21877
T714-G-1778640033496-694604,no,,,,,yes,Resolved,No Action Needed,21878
T714-G-1778649216408-939971,no,,,,,yes,Resolved,No Action Needed,21881
T714-G-1778649216672-502234,no,,,,,yes,Resolved,No Action Needed,21882
T714-G-1778649217227-423188,no,,,,,yes,Needs Evidence,Pending,21883
T714-G-1778649217535-659622,no,,,,,yes,Needs Evidence,Pending,21884
T714-G-1778649217618-313289,no,,,,,yes,Resolved,No Action Needed,21885
T714-G-1778758378975-56473,no,,,,,yes,Resolved,No Action Needed,22326
T714-G-1778758379217-533083,no,,,,,yes,Resolved,No Action Needed,22327
T714-G-1778758379658-641187,no,,,,,yes,Needs Evidence,Pending,22328
T714-G-1778758379935-762868,no,,,,,yes,Needs Evidence,Pending,22329
T714-G-1778758380013-685626,no,,,,,yes,Resolved,No Action Needed,22330
T714-G-1778784269170-515057,no,,,,,yes,Resolved,No Action Needed,22755
T714-G-1778784269552-957511,no,,,,,yes,Resolved,No Action Needed,22756
T714-G-1778784270176-691985,no,,,,,yes,Needs Evidence,Pending,22760
T714-G-1778784270447-909540,no,,,,,yes,Needs Evidence,Pending,22762
T714-G-1778784270612-961215,no,,,,,yes,Resolved,No Action Needed,22764
T714-G-1778784286052-364188,no,,,,,yes,Resolved,No Action Needed,22779
T714-G-1778784286358-178939,no,,,,,yes,Resolved,No Action Needed,22780
T714-G-1778784287093-946241,no,,,,,yes,Needs Evidence,Pending,22781
T714-G-1778784287495-276910,no,,,,,yes,Needs Evidence,Pending,22782
T714-G-1778784287738-550321,no,,,,,yes,Resolved,No Action Needed,22783
T714-G-1778784342318-889644,no,,,,,yes,Resolved,No Action Needed,23127
T714-G-1778784343057-129895,no,,,,,yes,Resolved,No Action Needed,23135
T714-G-1778784344243-316835,no,,,,,yes,Needs Evidence,Pending,23139
T714-G-1778784344794-261474,no,,,,,yes,Needs Evidence,Pending,23142
T714-G-1778784344953-979755,no,,,,,yes,Resolved,No Action Needed,23143
T714-G-1779106959377-47204,no,,,,,yes,Resolved,No Action Needed,23909
T714-G-1779106959892-318957,no,,,,,yes,Resolved,No Action Needed,23911
T714-G-1779106960435-1992,no,,,,,yes,Needs Evidence,Pending,23914
T714-G-1779106960681-54067,no,,,,,yes,Needs Evidence,Pending,23917
T714-G-1779106960782-735286,no,,,,,yes,Resolved,No Action Needed,23918
T714-G-1779379608288-470525,no,,,,,yes,Resolved,No Action Needed,24435
TOUR-SAMPLE-INV,no,,,,,yes,Expired,Pending,4588
